"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"51957","US-Mexico Border","August 19, 2019","2019","Aug","1","","1","","","1","","Drowning","Río Bravo, near El Saucito, Guerrero, Coahuila, Mexico","Zocalo, Rancherita del Aire","28.532276939605, -100.402250811240","Central America to US","http://bit.ly/2z9D5uh, http://bit.ly/2MtZZF9","Central America","3"
"51958","Middle East","August 19, 2019","2019","Aug","5","","5","11","1","3","1","Vehicle Accident","Unspecified roadway in Acıgöl, Nevsehir, Turkey","IOM Turkey","38.550109000000, 34.508887000000","","","Western Asia","4"
"51956","Southeast Asia","August 18, 2019","2019","Aug","10","","10","","6","4","","Vehicle Accident","Wang Sombun District, Sa Kaeo Province, Thailand","IOM Thailand, Khaosodenglish","13.388819900000, 102.117540400000","","https://bit.ly/2TQ0slO, https://bit.ly/2KY2uwn","South-eastern Asia","4"
"51964","Europe","August 18, 2019","2019","Aug","1","","1","","","1","","Presumed drowing","Body recovered near Zeebrugge Port, Belgium","Ouest France","51.355731038751, 3.116213492969","Calais to United Kingdom","https://bit.ly/2P9mnWJ, https://bit.ly/31TlbIr, https://bit.ly/2TKfwSj, https://bit.ly/32687PU","Uncategorized","3"
"51955","Mediterranean","August 17, 2019","2019","Aug","1","1","2","278","","2","","Drowning","Off the coast of either Al-Khums, Al-Zawiya or Tripoli, Libya","IOM Libya, Libya Observer","33.140843540490, 12.570127875000","Central Mediterranean","http://bit.ly/2YWFF69","Uncategorized","4"
"52415","US-Mexico Border","August 17, 2019","2019","Aug","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.127686900000, -112.121001600000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"52414","US-Mexico Border","August 15, 2019","2019","Aug","1","","1","","1","","","Probable hyperthermia","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","31.395761300000, -110.187910600000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"52413","US-Mexico Border","August 14, 2019","2019","Aug","1","","1","","","1","","Probable hyperthermia","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.057701900000, -112.143021500000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51952","US-Mexico Border","August 13, 2019","2019","Aug","1","","1","","","1","","Drowning","Río Bravo, near Presidentes, Piedras Negras, Coahuila, Mexico","La Rancherita der Aire, El Zocalo","28.679713428365, -100.507124727940","","http://bit.ly/2yXZHxF, http://bit.ly/2KxlsuC","Central America","3"
"51953","Mediterranean","August 13, 2019","2019","Aug","1","13","14","1","","1","","Unknown","Unspecified location in the Maltese SAR zone in the Mediterranean","IOM Malta","35.084140361617, 15.850744875000","Central Mediterranean","http://bit.ly/2ZUXf6S, https://yhoo.it/2H4ceUQ","Uncategorized","4"
"51954","US-Mexico Border","August 13, 2019","2019","Aug","1","","1","","","1","","Unknown","Unspecified ranch in Brooks County, Texas near U.S. Highway 281 Border Patrol checkpoint","Breitbart Texas","26.800871463193, -98.101282160961","","http://bit.ly/2Tze30N","Northern America","1"
"51951","Central America","August 12, 2019","2019","Aug","1","","1","","","1","","Shot","Kilometer 73 of highway near Guastoya, El Progreso, Guatemala","El Heraldo, La Prensa, Notibomba","14.854359535137, -90.090189456836","","http://bit.ly/2KwcWMt, http://bit.ly/2ZWijKp, http://bit.ly/31Etdof","Central America","3"
"52410","US-Mexico Border","August 12, 2019","2019","Aug","1","","1","","","1","","Unknown","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.110862200000, -111.664848600000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"52411","US-Mexico Border","August 12, 2019","2019","Aug","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.124401300000, -111.722357500000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51991","US-Mexico Border","August 11, 2019","2019","Aug","3","","3","","2","1","","Suffocation","San Diego County, California, USA","NBC, Kusi News","32.684859100000, -117.044583700000","","http://bit.ly/2lxwXIJ, http://bit.ly/2ktQLMT","Northern America","3"
"51949","US-Mexico Border","August 10, 2019","2019","Aug","1","","1","","","1","","Unknown","Near La Grulla, Starr County, Texas, USA","AP","26.257108089834, -98.636932432800","","https://bit.ly/2N7mUpz, http://bit.ly/2Tze30N, https://bit.ly/31GPO3U","Northern America","3"
"51950","Central America","August 10, 2019","2019","Aug","1","","1","","","1","","Fall from train","Near Tlacuilolapan, Moloacán, Veracruz, Mexico","Formato 7","17.978116665155, -94.268896486816","","https://bit.ly/2Z7IpIR, https://bit.ly/2Mj2nic","Central America","3"
"51947","US-Mexico Border","August 09, 2019","2019","Aug","1","","1","","","1","","Unknown","Ranch near Sarita checkpoint, Kenedy County, Texas, USA","AP","27.198533249885, -97.812651847266","","https://bit.ly/2N7mUpz, http://bit.ly/2Tze30N","Northern America","3"
"51948","Europe","August 09, 2019","2019","Aug","","1","1","19","1","","","Drowning","In the English Channel en route to coast of Kent, England","IOM UK","50.985813319746, 1.263302548438","","https://bbc.in/301GdnG, https://bit.ly/2Z7GOXy","Uncategorized","3"
"51990","Mediterranean","August 09, 2019","2019","Aug","1","","1","95","","","","","Body recovered near Al Khums, Libya","UNHCR","32.650950500000, 14.267898900000","Central Mediterranean","","Uncategorized","5"
"52408","US-Mexico Border","August 09, 2019","2019","Aug","1","","1","","","1","","Hyperthermia","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","31.591246000000, -111.089136500000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"52409","US-Mexico Border","August 09, 2019","2019","Aug","1","","1","","","1","","Hyperthermia","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","31.911973400000, -111.882153100000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51945","South America","August 08, 2019","2019","Aug","1","","1","","","1","","Fell from truck","Kilometer 62 of highway from Ibagué en route to Calarca, Colombia","Venezuela al Dia, Voz de America","4.420165536445, -75.382909934570","","http://bit.ly/2yRMPcq, http://bit.ly/2KNlA8e","South America","3"
"51946","US-Mexico Border","August 08, 2019","2019","Aug","1","","1","","","","","Unknown","Near Sullivan City, Hidalgo County, Texas, USA","AP","26.270817082003, -98.593158756836","","https://bit.ly/2N7mUpz, http://bit.ly/2Tze30N","Northern America","3"
"51940","US-Mexico Border","August 06, 2019","2019","Aug","1","","1","","","","","Drowning","Río Bravo, near Bowles Ranch, Eagle Pass, Maverick County, Texas, USA","Zócalo","28.749602003299, -100.453633473300","","http://bit.ly/31kMaMI","Northern America","1"
"51944","US-Mexico Border","August 06, 2019","2019","Aug","1","","1","","","1","","Drowning","Río Bravo, near Matamoros, Tamaulipas, Mexico","Noticias24Siete","25.879783779872, -97.494390565546","","http://bit.ly/2M9Fr4G","Central America","1"
"51969","Southeast Asia","August 06, 2019","2019","Aug","2","","2","7","","2","","Vehicle Accident","Ko Kha district, Lampang, Thailand","IOM Thailand, Bangkok Post","18.128807800000, 99.345111800000","","https://bit.ly/30GFadf","South-eastern Asia","4"
"51938","Mediterranean","August 05, 2019","2019","Aug","","2","2","49","","1","1","Presumed drowing","Unspecified location between Libya and Lampedusa, Italy","IOM Italy, UNHCR","34.269472676972, 12.705224426730","Central Mediterranean","http://bit.ly/2Ko0Rc4","Uncategorized","4"
"51939","Middle East","August 05, 2019","2019","Aug","1","","1","","","1","","Shot","Syria-Turkey border, near Azmarin, Idlib, Syria","The New Arab, Syrian Observer, Washington Post","36.056638025335, 36.379893894294","","http://bit.ly/2OMVTtZ, http://bit.ly/2MMHpYb, http://bit.ly/2Kno8Lj, http://bit.ly/2Lgqwmn","Western Asia","3"
"52406","US-Mexico Border","August 05, 2019","2019","Aug","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner","32.481200700000, -111.667840700000","Central America to US","http://www.humaneborders.info/app/mapa.asp","Northern America","5"
"51935","Central America","August 03, 2019","2019","Aug","1","","1","","","1","","Hit by train","Train tracks near colonia Analco, Ramos Arizpe, Coahuila, Mexico","Excélsior, El Heraldo de Saltillo, Diario de México","25.556799823202, -100.947820623090","","http://bit.ly/2TbqPSV, http://bit.ly/2TamEH0, http://bit.ly/2T8D7vz","Central America","3"
"51936","Central America","August 03, 2019","2019","Aug","1","","1","","","1","","Hit by train","Train tracks near Puente Tehuantepec 1, near Canticas, Cosoleacaque, Veracruz, Mexico","Al Calor Político, XEU Noticias","18.093831289622, -94.570061605679","","http://bit.ly/2Tfs3Nl, http://bit.ly/2Ksxq7y","Central America","3"
"51937","US-Mexico Border","August 03, 2019","2019","Aug","1","","1","8","","1","","Dehydration","Comanche ranch, Maverick County, Texas, USA","US Border Patrol, Zócalo","28.624902866605, -100.158129172730","","http://bit.ly/2GSHpCj, http://bit.ly/31kI7QD","Northern America","5"
"52422","US-Mexico Border","August 03, 2019","2019","Aug","1","","1","","","1","","Drowning","Río Bravo, near Mission, Hidalgo County, Texas, USA","Chiapas Sin Censura","26.166204168380, -98.335677746760","","http://bit.ly/2kj0vtm","Northern America","1"
"51913","US-Mexico Border","August 02, 2019","2019","Aug","1","","1","","","1","","Drowning","Río Bravo, near El Patinadero, Parque Viveros, Tamaulipas, Mexico","La Jornada, Vox Pópuli, El Mañana","27.479457459751, -99.479084887306","","http://bit.ly/2KhTKSs, http://bit.ly/2OGcSOA, http://bit.ly/2MG0AmG","Central America","3"
"51914","Central America","August 02, 2019","2019","Aug","1","","1","","","1","","Cardiac arrest","5ª Oriente between 7ª and 9ª Norte, Tapachula, Chiapas, Mexico","Fiscalía General del Estado, ADN Cuba, Debate","14.905556700000, -92.263413600000","","http://bit.ly/31jGWAY, http://bit.ly/31gRPDt, http://bit.ly/2YMFHMQ","Central America","5"
"51915","US-Mexico Border","August 02, 2019","2019","Aug","1","","1","1","","1","","Drowning","Río Bravo, near Presa Internacional Anzaldúas, Reynosa, Tamaulipas, Mexico","Excélsior, Milenio","26.137927499760, -98.335083318429","","http://bit.ly/2T6wOZa, http://bit.ly/2ZxWZdZ","Central America","3"
"51916","US-Mexico Border","August 02, 2019","2019","Aug","1","","1","","","1","","Drowning","Río Bravo, near Centro Recreativo La Playita, Reynosa, Tamaulipas, Mexico","Multimedios, Milenio","26.143086411111, -98.328974527383","","http://bit.ly/31hPGHK, http://bit.ly/2ZxWZdZ","Central America","3"
"51917","US-Mexico Border","August 02, 2019","2019","Aug","1","","1","","","1","","Dehydration","Kunafin Junfin ranch, near Normandy, Maverick County, Texas, USA","La Rancherita del Aire, Zócalo","28.908961809038, -100.600107187710","","http://bit.ly/2T5l7lL, http://bit.ly/2YMSX0c","Northern America","3"
"51934","Mediterranean","August 02, 2019","2019","Aug","1","","1","","","","","Drowning","Body recovered on Plage Bouyafar, near Nador, Morocco (Alboran sea)","Association Marocaine des Droits Humains - Section Nador","35.244430799903, -3.171523489268","Western Mediterranean","http://bit.ly/2Kq2x3C","Uncategorized","4"
"51983","Mediterranean","August 02, 2019","2019","Aug","1","","1","","","1","","Drowning","Body recovered off Cala del Desnarigado, Ceuta, Spain","El Faro de Ceuta, Ceuta TV","35.892832797356, -5.281629242047","Western Mediterranean","http://bit.ly/2lsbkJO, http://bit.ly/2kdVTVr","Uncategorized","3"
"51911","US-Mexico Border","August 01, 2019","2019","Aug","1","","1","1","","1","","Sickness","Died at the Lordsburg Border Patrol Station in New Mexico, USA, just hours after being apprehended near El Paso","US Border Patrol","32.348230000000, -108.745486700000","","http://bit.ly/2Mynhco, https://cbsn.ws/2ZuGOhq, https://reut.rs/31leX3A","Northern America","5"
"51912","US-Mexico Border","August 01, 2019","2019","Aug","1","","1","","","1","","Drowning","Río Bravo, near Nuevo Laredo, Tamaulipas, Mexico","La Jornada, Vox Pópuli","27.476619774726, -99.481808951156","","http://bit.ly/2KhTKSs, http://bit.ly/2MDWviQ","Central America","3"
"51906","Central America","July 31, 2019","2019","Jul","1","","1","9","","1","","Shot","Train tracks near Casa del Migrante de Saltillo, Coahuila, Mexico","Casa del Migrante de Saltillo","25.406105756861, -101.023817863880","","http://bit.ly/2Zo6Naj, http://bit.ly/2Ma7L6T","Central America","4"
"51908","US-Mexico Border","July 31, 2019","2019","Jul","1","","1","","","1","","Dehydration","La Paloma ranch, near Highway 57, Maverick County, Texas, USA","La Rancherita del Aire, Zócalo","28.788046840156, -100.399340051310","","http://bit.ly/2T5l7lL, http://bit.ly/2YMSX0c","Northern America","3"
"51909","Europe","July 31, 2019","2019","Jul","1","","1","","","1","","Unknown","Velika Kladuša, Bosnia and Herzegovina, near border with Croatia","AP, ANSA","45.188659376355, 15.792659899916","Western Balkans","https://nyti.ms/2LVDTLC, http://bit.ly/2KcuRHZ","Southern Europe","3"
"51910","Europe","July 31, 2019","2019","Jul","1","","1","","","","","Hit by train","Train tracks near Bihac, Bosnia and Herzegovina","AP, ANSA","44.819532705347, 15.886675625029","Western Balkans","https://nyti.ms/2LVDTLC, http://bit.ly/2KcuRHZ","Southern Europe","3"
"51932","Central America","July 31, 2019","2019","Jul","1","","1","","","1","","Hit by train","Train tracks near colonia Adolfo López Mateos, Coatzacoalcos, Veracruz, Mexico","Imagen del Golfo, Al Calor Político","18.122947113580, -94.428417813531","","http://bit.ly/33uO7rY, http://bit.ly/2ZHwQcL","Central America","3"
"51933","US-Mexico Border","July 31, 2019","2019","Jul","2","","2","","","","","Unknown","Different locations in Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","27.081117540308, -98.200171188456","","http://bit.ly/33menV4","Northern America","1"
"51905","Horn of Africa","July 30, 2019","2019","Jul","","15","15","78","","","","Dehydration, Starvation, Drowning","Gulf of Aden, off the coast of Al Buraiqeh, Yemen","IOM Yemen","12.666870541656, 44.740286808419","","http://bit.ly/2SRODeG","Western Asia","4"
"51903","US-Mexico Border","July 29, 2019","2019","Jul","1","","1","1","1","","","Drowning","Canal near the César Chávez Border Highway at Yarbrough, El Paso, El Paso County, Texas, USA","El Paso Police Department, El Paso Times, El Diario, Prensa Libre","31.710822977115, -106.368404026530","","http://bit.ly/2YyR6jh, http://bit.ly/2YxoqDd, http://bit.ly/2yrv7Mw, http://bit.ly/2ODWHRG","Northern America","5"
"51904","US-Mexico Border","July 29, 2019","2019","Jul","1","","1","2","","1","","Drowning","Río Bravo, near Ejido Madero del Río, Ciudad Acuña, Coahuila, Mexico","La Voz de Coahuila, El Siglo de Torreón","29.243763633996, -100.795425353080","","http://bit.ly/31cjPZ7, http://bit.ly/2Khaqs5","Central America","3"
"51931","US-Mexico Border","July 29, 2019","2019","Jul","1","","1","","","","","Unknown (skeletal remains)","Ranch near the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","27.009070649842, -98.076525118501","","http://bit.ly/33menV4","Northern America","1"
